id,title,description,age_certification,runtime,hit,imdb_id,imdb_votes,tmdb_popularity,tmdb_score,top_three,release_decade
tm233294,War Machine,A rock star general bent on winning the â€œimpossibleâ€ war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,R,122,0,tt4758646,46276,12.235,5.552,1,2010s
tm145608,Awakenings,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor.",PG-13,120,1,tt0099077,139240,12.23,7.8,1,1990s
tm915043,The F**k-It List,"After a prank blows up a studious high school senior's life, he shares a list of certain things he wishes he'd done differently â€” and maybe still can.",R,103,0,tt8145202,5866,12.194,6.2,1,2020s
tm456156,Sweetheart,"Jenn has washed ashore a small tropical island and it doesnâ€™t take her long to realize sheâ€™s completely alone. She must spend her days not only surviving the elements, but must also fend off the malevolent force that comes out each night.",PG-13,82,0,tt6560164,8191,12.174,6.5,1,2010s
tm464351,The Last Thing He Wanted,"At the turning point of the Iran-Contra affair, Elena McMahon, a fearless investigative journalist covering the 1984 US presidential campaign, puts herself in danger when she abandons her assigned task in order to fulfill the last wish of her ailing father, a mysterious man whose past activities she barely knows.",R,116,0,tt7456312,15238,12.128,4.9,1,2020s
tm22294,Deck the Halls,"Determined to unseat Steve Finch's reign as the town's holiday season king, Buddy Hall plasters his house with so many decorative lights that it'll be visible from space! When their wives bond, and their kids follow suit, the two men only escalate their rivalry - and their decorating.",PG,93,0,tt0790604,27936,11.999,5.5,1,2000s
tm148147,Big Eyes,"In the late 1950s and early '60s, artist Walter Keane achieves unbelievable fame and success with portraits of saucer-eyed waifs. However, no one realizes that his wife, Margaret, is the real painter behind the brush. Although Margaret is horrified to learn that Walter is passing off her work as his own, she is too meek to protest too loudly. It isn't until the Keanes' marriage comes to an end and a lawsuit follows that the truth finally comes to light.",PG-13,106,1,tt1126590,51,11.98,6.998,1,2010s
tm497383,Sergio,"A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat Sergio Vieira de Mello hangs in the balance during the most treacherous mission of his career.",R,118,0,tt6468740,9698,11.893,6.7,1,2020s
tm881162,Athlete A,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.,PG-13,104,1,tt11905462,10861,11.88,7.7,0,2020s
tm29555,Friends with Money,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",R,88,0,tt0436331,30468,11.86,5.1,1,2000s
tm285356,First They Killed My Father,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,R,136,1,tt4882376,17871,11.844,7.4,1,2010s
tm89684,New York Minute,"Top student Jane Ryan heads to Manhattan for a college-scholarship competition. Her rebellious twin Roxy Ryan goes along to crash a video shoot. But anything can happen - and does - in a romp involving a pursuing truant officer, a smuggler, hunkalicious guys and the girls' realization that when the chips are down, a sister can be the best friend of all.",PG,87,0,tt0363282,23476,11.818,6.2,1,2000s
tm510203,A Call to Spy,"In the beginning of WWII, with Britain becoming desperate, Churchill orders his new spy agency - SOE - to recruit and train women as spies.",PG-13,123,0,tt7698468,7091,11.78,6.8,1,2010s
tm285107,Victoria & Abdul,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,PG-13,111,0,tt5816682,35690,11.743,7,1,2010s
tm133087,Steel Magnolias,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.",PG,119,1,tt0098384,54946,11.69,7.2,1,1980s
tm330869,Show Dogs,"Starring Will Arnett, Chris ""Ludacris"" Bridges, Natasha Lyonne, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Alan Cumming, and Stanley Tucci, SHOW DOGS is a family comedy about the unlikely pairing of a human detective (Arnett) and his canine partner (voice of Chris ""Ludacris"" Bridges), who has to go undercover at the world's most exclusive dog show to solve his biggest case yet.",PG,92,0,tt5691024,4704,11.664,6.1,1,2010s
tm822246,The Forty-Year-Old Version,"Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.",R,123,1,tt10642834,5003,11.646,6.9,1,2020s
tm411503,Candy Jar,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,PG-13,92,0,tt6744044,5048,11.51,6.2,1,2010s
tm78671,Cleaner,"Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.",R,88,0,tt0896798,42285,11.509,6,0,2000s
tm429382,Nappily Ever After,"After an accident at the hair salon, Violet realizes she's not living life to the fullest. A soulful barber helps her put the pieces back together.",NC-17,98,0,tt0365545,9224,11.48,7.2,1,2010s
tm239707,The Do-Over,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,PG-13,108,0,tt4769836,46260,11.466,5.672,1,2010s
tm435520,The Two Popes,"Frustrated with the direction of the church, Cardinal Bergoglio requests permission to retire in 2012 from Pope Benedict. Instead, facing scandal and self-doubt, the introspective Pope Benedict summons his harshest critic and future successor to Rome to reveal a secret that would shake the foundations of the Catholic Church.",PG-13,125,1,tt8404614,122069,11.465,7.5,1,2010s
tm460948,Always Be My Maybe,"Reunited after 15 years, famous chef Sasha and hometown musician Marcus feel the old sparks of attraction but struggle to adapt to each other's worlds.",PG-13,102,0,tt7374948,55686,11.434,6.6,1,2010s
tm1038686,Bo Burnham: Inside,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",R,87,1,tt14544192,44074,11.434,8.2,1,2020s
tm417496,Dumplin',"To prove a point about measuring up and fitting in, Texas teen Willowdean â€œDumplinâ€™â€ Dickson enters a local pageant run by her ex-beauty queen mom.",PG-13,110,0,tt4878482,33689,11.4,6.8,1,2010s
tm458553,Wine Country,"A group of friends head to the land of oaky Chardonnays and big, bold Cabernet Sauvignons for one member of the squadâ€™s 50th birthday party.",R,103,0,tt8169446,21213,11.397,5.5,1,2010s
tm437221,Charlie Says,"Three young women were sentenced to death in the infamous Manson murder case, but when the death penalty was lifted, their sentence became life imprisonment. One young graduate student was sent in to teach them - and through her we witness their transformations as they face the reality of their horrific crimes.",R,104,0,tt1759744,4474,11.349,5.9,1,2010s
tm934040,American Murder: The Family Next Door,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed.",R,83,1,tt12987894,27193,11.309,7.3,0,2020s
tm163686,Blue Jasmine,"After experiencing a traumatic misfortune, Jasmine French, a wealthy woman from New York, moves to San Francisco to live with her foster sister Ginger and the firm purpose of getting a new life, but she will be haunted by anxiety and memories of the past.",PG-13,99,1,tt2334873,201749,11.254,7,1,2010s
tm960414,A California Christmas,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",PG-13,106,0,tt13055780,9831,11.246,6.4,1,2020s
tm139545,The Outsider,A former American G.I. joins a yakuza family after his release from prison in post-World War II Osaka.,R,120,0,tt6276110,25608,11.155,6.2,1,2010s
tm931686,Vampires vs. the Bronx,Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.,PG-13,86,0,tt8976576,9815,11.147,5.9,1,2020s
tm120609,"Hail, Caesar!","When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back.",PG-13,106,0,tt0475290,133837,11.125,5.9,1,2010s
tm209987,Christine,"In the 1970s, a television reporter Christine Chubbuck struggles with depression and professional frustrations as she tries to advance her career.",R,123,0,tt4666726,15146,11.1,6.8,1,2010s
tm827508,The Boys in the Band,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",R,121,0,tt10199914,15376,11.082,6.8,1,2020s
tm458585,Dolemite Is My Name,"The story of Rudy Ray Moore, who created the iconic big screen pimp character Dolemite in the 1970s.",R,118,1,tt8526872,60334,11.036,7,1,2010s
tm244332,Beirut,"In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",R,110,0,tt4669264,22065,10.945,6.3,1,2010s
tm233317,Pee-wee's Big Holiday,A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday.,PG,90,0,tt0837156,8064,10.884,6.2,1,2010s
tm889679,Roped,A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.,PG,90,0,tt8523028,1436,10.847,6.3,1,2020s
